"creation_date","status","completion_date","service_request_number","type_of_service_request","license_plate","vehicle_make_model","vehicle_color","current_activity","most_recent_action","how_many_days_has_the_vehicle_been_reported_as_parked_","street_address","zip_code","x_coordinate","y_coordinate","ward","police_district","community_area","ssa","latitude","longitude","location","location_address","location_city","location_state","location_zip"
"2015-02-19T00:00:00.000","Completed","2015-03-10T00:00:00.000","15-00329236","Abandoned Vehicle Complaint","6367MC","Legacy Unknown","White","FVI - Outcome","Vehicle was moved from original address requested","20","842 W DIVERSEY PKWY","60614",,,"44","19","6","8","41.9327994554691","-87.6507525464615","POINT (41.9327994554691 -87.6507525464615)",,,,
"2020-03-04T00:00:00.000","Completed","2020-03-24T00:00:00.000","20-00024554","Abandoned Vehicle Complaint","INDIANA PLATES: 118AYL","Honda","Silver","Initial Inspection","Vehicle was moved from original address requested",,"420 W ALDINE AVE","60657","1172669.27060894","1922317.21022531","44","19","6","8","41.942388045491306","-87.64079157261153","POINT (41.942388045491306 -87.64079157261153)",,,,
"2016-06-27T00:00:00.000","Completed","2016-07-11T00:00:00.000","16-04486486","Abandoned Vehicle Complaint","H201459","Honda","White","FVI - Outcome","Return to Owner - Vehicle","16","714 W MELROSE ST","60657","1170886.52641148","1921870.39302479","44","19","6","8","41.94119568349323","-87.64762285743504","POINT (41.94119568349323 -87.64762285743504)",,,,
"2015-02-07T00:00:00.000","Completed","2015-02-25T00:00:00.000","15-00235306","Abandoned Vehicle Complaint","L18 3268","Chevrolet","Black","FVI - Outcome","Vehicle was moved from original address requested","30","656 W ROSCOE ST","60657",,,"44","19","6","8","41.94376802313458","-87.64676690374881","POINT (41.94376802313458 -87.64676690374881)",,,,
"2018-12-06T00:00:00.000","Completed","2018-12-20T00:00:00.000","18-03299124","Abandoned Vehicle Complaint","AM29899","Chrysler","Black","Initial Inspection","Vehicle was moved from original address requested","5","430 W ALDINE AVE","60657","1172557.07465","1922314.5252","44","19","6","8","41.94238374231369","-87.64117157951507","POINT (41.94238374231369 -87.64117157951507)",,,,
"2012-08-03T00:00:00.000","Completed - Dup","2012-08-28T00:00:00.000","12-01390799","Abandoned Vehicle Complaint","SMK8667","Toyota","Black","FVI - Outcome","Create Work Order","1","525 W CORNELIA AVE","60657","1171921.189575","1923814.7983","46","19","6","8","41.94630893377602","-87.6433944737385","POINT (41.94630893377602 -87.6433944737385)",,,,
"2011-08-25T00:00:00.000","Completed","2011-09-02T00:00:00.000","11-03667696","Abandoned Vehicle Complaint","626NKT",,"Silver","FVI - Outcome","Vehicle was moved from original address requested","10","435 W ROSCOE ST","60657",,,"44","23","6","8","41.94324541965382","-87.64194011054875","POINT (41.94324541965382 -87.64194011054875)",,,,
"2011-09-25T00:00:00.000","Completed","2011-09-27T00:00:00.000","11-03843364","Abandoned Vehicle Complaint","UNKNOW","Volvo","White","FVI - Outcome","Vehicle was moved from original address requested","19","521 W ROSCOE ST","60657",,,"44","23","6","8","41.94323392275143","-87.64291851629646","POINT (41.94323392275143 -87.64291851629646)",,,,
"2016-10-12T00:00:00.000","Completed","2016-11-14T00:00:00.000","16-07149903","Abandoned Vehicle Complaint","S396078","Honda","Gray","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","10","833 W WOLFRAM ST","60657","1170222.79016678","1919138.50999604","44","19","6","8","41.93349288695197","-87.65036362121795","POINT (41.93349288695197 -87.65036362121795)",,,,
"2014-04-05T00:00:00.000","Completed","2014-04-11T00:00:00.000","14-00489660","Abandoned Vehicle Complaint","417 9151","Suzuki","Black","FVI - Outcome","Vehicle was moved from original address requested","10","536 W ALDINE AVE","60657",,,"44","19","6","8","41.942362256784826","-87.6434826936918","POINT (41.942362256784826 -87.6434826936918)",,,,
"2011-11-28T00:00:00.000","Completed","2011-11-29T00:00:00.000","11-04177810","Abandoned Vehicle Complaint","5635","Volvo","White","FVI - Outcome","Vehicle was moved from original address requested","21","3400 N LAKE SHORE DR","60657",,,"44","23","6","8","41.94340221841464","-87.64068543655958","POINT (41.94340221841464 -87.64068543655958)",,,,
"2015-06-15T00:00:00.000","Completed","2015-07-29T00:00:00.000","15-02734845","Abandoned Vehicle Complaint","V774980","Bmw","Gray","FVI - Outcome","Need Vehicle Tow Report","56","661 W ROSCOE ST","60657",,,"44","19","6","8","41.94354785769067","-87.64680718991154","POINT (41.94354785769067 -87.64680718991154)",,,,
"2015-08-01T00:00:00.000","Completed","2015-08-21T00:00:00.000","15-03778060","Abandoned Vehicle Complaint","8688 DN","Toyota","Beige","FVI - Outcome","Need Vehicle Tow Report","21","3540 N BROADWAY","60657",,,"46","19","6","8","41.946502733395484","-87.64691968429537","POINT (41.946502733395484 -87.64691968429537)",,,,
"2014-03-26T00:00:00.000","Completed","2014-04-10T00:00:00.000","14-00434551","Abandoned Vehicle Complaint","990PKN","Toyota","Silver","FVI - Outcome","Vehicle was moved from original address requested","90","750 W BRIAR PL","60657",,,"44","19","6","8","41.939199253473625","-87.64881688311702","POINT (41.939199253473625 -87.64881688311702)",,,,
"2016-07-27T00:00:00.000","Completed - Dup","2016-07-28T00:00:00.000","16-05273229","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Create Work Order",,"456 W MELROSE ST","60657","1172442.041025","1921913.842725","44","19","6","8","41.94128784720173","-87.64152440443718","POINT (41.94128784720173 -87.64152440443718)",,,,
"2018-07-27T00:00:00.000","Completed - Dup","2018-07-30T00:00:00.000","18-02230377","Abandoned Vehicle Complaint","N165626","Chevrolet","White",,,"62","3525 N BROADWAY","60657","1171085.07000341","1923718.03003318","46","19","6","8","41.94622840071092","-87.64642894110492","POINT (41.94622840071092 -87.64642894110492)",,,,
"2018-12-15T00:00:00.000","Completed","2019-01-04T00:00:00.000","18-03368441","Abandoned Vehicle Complaint","Z94 7792","Lincoln","Silver","Initial Inspection","Vehicle was moved from original address requested","21","540 W WELLINGTON AVE","60657","1172122.70738796","1920220.70926691","44","19","6","8","41.93664397219385","-87.64348369881792","POINT (41.93664397219385 -87.64348369881792)",,,,
"2013-06-01T00:00:00.000","Completed","2013-07-10T00:00:00.000","13-00676519","Abandoned Vehicle Complaint","ANE7299","Audi","Blue","FVI - Outcome","Vehicle was moved from original address requested","45","549 W ALDINE AVE","60657",,,"44","19","6","8","41.942133540258354","-87.64391072381159","POINT (41.942133540258354 -87.64391072381159)",,,,
"2016-07-06T00:00:00.000","Completed - Dup","2016-07-13T00:00:00.000","16-04755098","Abandoned Vehicle Complaint","E75 9772","Volvo","Gold","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","31","2828 N ORCHARD ST","60657","1171121.58992796","1919015.81279374","44","19","6","8","41.93360257861053","-87.64684119674723","POINT (41.93360257861053 -87.64684119674723)",,,,
"2012-11-21T00:00:00.000","Completed","2013-02-07T00:00:00.000","12-01919838","Abandoned Vehicle Complaint","ui","(Assembled From Parts,Homemade)","Beige","Place 7 Day Sticker","Follow on Activity was created","3","3656 N PINE GROVE AVE","60613","1171145.79770067","1924809.38887192","46","19","6","8","41.94941851603832","-87.64661656538277","POINT (41.94941851603832 -87.64661656538277)",,,,
"2018-09-17T00:00:00.000","Completed - Dup","2018-10-11T00:00:00.000","18-02688713","Abandoned Vehicle Complaint","AT59238","Volkswagen","Red","Place 7 Day Sticker","Follow on Activity was created","14","3155 N CLARK ST","60657","1170165.23439954","1921146.84990677","44","19","6","8","41.93926365522345","-87.64994660103228","POINT (41.93926365522345 -87.64994660103228)",,,,
"2013-03-22T00:00:00.000","Completed","2013-05-03T00:00:00.000","13-00323495","Abandoned Vehicle Complaint","P140254","Toyota","Gray","Place 7 Day Sticker","Follow on Activity was created","30","3740 N PINE GROVE AVE","60613","1170912.27599515","1925303.05526712","46","19","6","8","41.950806595188915","-87.64745894192384","POINT (41.950806595188915 -87.64745894192384)",,,,
"2014-04-15T00:00:00.000","Completed","2014-05-16T00:00:00.000","14-00543261","Abandoned Vehicle Complaint","L334842","Audi","Gray","FVI - Outcome","Need Vehicle Tow Report","30","562 W ROSCOE ST","60657",,,"44","19","6","8","41.94343677959245","-87.64433823845587","POINT (41.94343677959245 -87.64433823845587)",,,,
"2016-03-25T00:00:00.000","Completed","2016-05-23T00:00:00.000","16-02007922","Abandoned Vehicle Complaint","6ZDN059","Ford","Gray","FVI - Outcome","Vehicle was moved from original address requested","21","2828 N PINE GROVE AVE","60657","1172535.16997137","1919035.55832534","44","19","6","8","41.933725849551045","-87.64151920710367","POINT (41.933725849551045 -87.64151920710367)",,,,
"2016-02-08T00:00:00.000","Completed - Dup","2016-02-08T00:00:00.000","16-00787242","Abandoned Vehicle Complaint","IL E760996","Saturn","Red","FVI - Outcome","Create Work Order","65","611 W STRATFORD PL","60657","1171596.70412997","1923374.5533843","44","19","6","8","41.94502074109666","-87.64485909229481","POINT (41.94502074109666 -87.64485909229481)",,,,
"2011-09-16T00:00:00.000","Completed","2011-10-17T00:00:00.000","11-03800994","Abandoned Vehicle Complaint","5635","Volvo","White","FVI - Outcome","Need Vehicle Tow Report","10","515 W ROSCOE ST","60657",,,"44","23","6","8","41.94323636734832","-87.6427077182159","POINT (41.94323636734832 -87.6427077182159)",,,,
"2012-08-27T00:00:00.000","Completed","2012-08-28T00:00:00.000","12-01522293","Abandoned Vehicle Complaint","676 XZA","Toyota","Gray","FVI - Outcome","Return to Owner - Vehicle","45","513 W WELLINGTON AVE","60657",,,"44","19","6","8","41.9364346190639","-87.6424268654244","POINT (41.9364346190639 -87.6424268654244)",,,,
"2016-10-13T00:00:00.000","Completed - Dup","2016-10-13T00:00:00.000","16-07176246","Abandoned Vehicle Complaint","7PYK277","Honda","Gray","FVI - Outcome","Create Work Order","30","3160 N CAMBRIDGE AVE","60657","1172026.0899177","1921199.04251792","44","19","6","8","41.93947059222169","-87.64331786266344","POINT (41.93947059222169 -87.64331786266344)",,,,
"2016-10-24T00:00:00.000","Completed","2016-11-29T00:00:00.000","16-07402778","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Vehicle was moved from original address requested",,"3016 N PINE GROVE AVE","60657","1172387.20738796","1920296.30926691","44","19","6","8","41.937094895726545","-87.64202372342636","POINT (41.937094895726545 -87.64202372342636)",,,,
"2016-04-10T00:00:00.000","Completed - Dup","2016-04-11T00:00:00.000","16-02404550","Abandoned Vehicle Complaint","TEMPORARY #445S700","Toyota","Blue","FVI - Outcome","Create Work Order","45","555 W CORNELIA AVE","60657","1171676.189575","1923701.1983","46","19","6","8","41.94599026354412","-87.6443371995947","POINT (41.94599026354412 -87.6443371995947)",,,,
"2018-07-27T00:00:00.000","Completed - Dup","2018-07-30T00:00:00.000","18-02230420","Abandoned Vehicle Complaint","N165626","Chevrolet","White","FVI - Outcome","Create Work Order","64","3525 N BROADWAY","60657","1171085.07000341","1923718.03003318","46","19","6","8","41.94622840071092","-87.64642894110492","POINT (41.94622840071092 -87.64642894110492)",,,,
"2018-06-19T00:00:00.000","Completed","2018-09-24T00:00:00.000","18-01862942","Abandoned Vehicle Complaint","V289258","Hyundai","Black",,,"30","509 W BRIAR PL","60657","1172243.48430689","1921016.43870025","44","19","6","8","41.938608131779354","-87.64237385143285","POINT (41.938608131779354 -87.64237385143285)",,,,
"2016-12-01T00:00:00.000","Completed","2017-01-13T00:00:00.000","16-08110003","Abandoned Vehicle Complaint","C67183",,"Black","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","21","540 W OAKDALE AVE","60657","1172134.69029055","1919859.40379729","44","19","6","8","41.93564524078868","-87.64345252154412","POINT (41.93564524078868 -87.64345252154412)",,,,
"2019-06-14T00:00:00.000","Completed","2019-07-12T00:00:00.000","19-00069445","Abandoned Vehicle Complaint","AL16697","Nissan","Black","Initial Inspection","Proceed with Tow Case","31","852 W WOLFRAM","60657","1170096.40849169","1919134.88020449","44","19","6","8","41.933700010601335","-87.65112136153746","POINT (41.933700010601335 -87.65112136153746)",,,,
"2014-02-12T00:00:00.000","Completed","2014-02-19T00:00:00.000","14-00200634","Abandoned Vehicle Complaint","DID NOT CONFIRM","Toyota","White","FVI - Outcome","Vehicle was moved from original address requested","8","427 W SURF ST","60657",,,"44","19","6","8","41.93421397551899","-87.64048261875999","POINT (41.93421397551899 -87.64048261875999)",,,,
"2014-04-12T00:00:00.000","Completed","2014-05-22T00:00:00.000","14-00531357","Abandoned Vehicle Complaint","650ZCZ","Mazda","Black","FVI - Outcome","Need Vehicle Tow Report","365","468 W MELROSE ST","60657",,,"44","19","6","8","41.94128174416743","-87.64200571295987","POINT (41.94128174416743 -87.64200571295987)",,,,
"2014-05-22T00:00:00.000","Completed","2014-06-04T00:00:00.000","14-00760901","Abandoned Vehicle Complaint","AJZ0001","Ford","Silver","FVI - Outcome","Vehicle was moved from original address requested","60","3012 N WATERLOO CT","60657",,,"44","19","6","8","41.93681859979256","-87.64614481198005","POINT (41.93681859979256 -87.64614481198005)",,,,
"2020-06-14T00:00:00.000","Completed","2020-06-19T00:00:00.000","20-00042963","Abandoned Vehicle Complaint","1390802-IL","Mercedes","White","Initial Inspection","Vehicle was moved from original address requested","21","3502 N BROADWAY","60657","1171186.75080131","1923499.0880127","46","19","6","8","41.945560916891345","-87.64634541821923","POINT (41.945560916891345 -87.64634541821923)",,,,
"2011-04-22T00:00:00.000","Completed","2011-04-29T00:00:00.000","11-01044732","Abandoned Vehicle Complaint","K980691","Mercedes","Silver","FVI - Outcome","Vehicle was moved from original address requested",,"3603 N BROADWAY","60613",,,"46","23","6","8","41.94750298471287","-87.64720439404694","POINT (41.94750298471287 -87.64720439404694)",,,,
"2014-05-27T00:00:00.000","Completed","2014-06-05T00:00:00.000","14-00784934","Abandoned Vehicle Complaint","781CRX","Ford","Gray","FVI - Outcome","Vehicle was moved from original address requested","15","513 W WELLINGTON AVE","60657",,,"44","19","6","8","41.9364346190639","-87.6424268654244","POINT (41.9364346190639 -87.6424268654244)",,,,
"2014-02-05T00:00:00.000","Completed","2014-02-06T00:00:00.000","14-00169683","Abandoned Vehicle Complaint","GO SOX 83","Land Rover","Orange","FVI - Outcome","Vehicle was moved from original address requested","60","522 W OAKDALE AVE","60657",,,"44","19","6","8","41.93565624494142","-87.64277565650104","POINT (41.93565624494142 -87.64277565650104)",,,,
"2020-02-11T00:00:00.000","Completed","2020-03-04T00:00:00.000","20-00016347","Abandoned Vehicle Complaint","GYH2361","Toyota","Brown","Initial Inspection","Proceed with Tow Case","30","632 W STRATFORD PL","60657","1171527.90412997","1923342.5533843","46","19","6","8","41.944982970546654","-87.64567760905784","POINT (41.944982970546654 -87.64567760905784)",,,,
"2020-01-14T00:00:00.000","Completed - Dup","2020-01-15T00:00:00.000","20-00005340","Abandoned Vehicle Complaint","BE 25495","Chevrolet","White",,,,"519 W MELROSE ST","60657","1172148.222725","1921906.161525","44","19","6","8","41.94105121346419","-87.64275629885464","POINT (41.94105121346419 -87.64275629885464)",,,,
"2017-03-24T00:00:00.000","Completed","2017-05-05T00:00:00.000","17-01624456","Abandoned Vehicle Complaint","Q142363","Mercury","Gold","FVI - Outcome",,"30","720 W CORNELIA AVE","60657","1170745.63002197","1923458.25092764","46","19","6","8","41.94556062047284","-87.64786028003597","POINT (41.94556062047284 -87.64786028003597)",,,,
"2014-03-18T00:00:00.000","Completed","2014-04-01T00:00:00.000","14-00386861","Abandoned Vehicle Complaint","3FJH75","Ford","Black","FVI - Outcome","Vehicle was moved from original address requested","105","3121 N ORCHARD ST","60657",,,"44","19","6","8","41.9386175572638","-87.64664047128646","POINT (41.9386175572638 -87.64664047128646)",,,,
"2019-06-07T00:00:00.000","Completed - Dup","2019-06-07T00:00:00.000","19-00065848","Abandoned Vehicle Complaint","Y96 2849","Mini","Blue",,,,"640 W BARRY AVE","60657","1171426.44996789","1920707.53000321","44","19","6","8","41.93799048791633","-87.64592639316714","POINT (41.93799048791633 -87.64592639316714)",,,,
"2017-03-30T00:00:00.000","Completed - Dup","2017-03-31T00:00:00.000","17-01809210","Abandoned Vehicle Complaint","841JJZ","Dodge","Silver",,,"30","449 W ALDINE AVE","60657","1172402.47465","1922310.8252","44","19","6","8","41.94215488045332","-87.64188929169296","POINT (41.94215488045332 -87.64188929169296)",,,,
"2019-12-27T00:00:00.000","Completed - Dup","2019-12-30T00:00:00.000","19-00177749","Abandoned Vehicle Complaint","ILLINOIS 765 678","Honda","White",,,,"3149 N BROADWAY","60657","1171698.44451498","1921157.51972416","44","19","6","8","41.93912635743087","-87.64422136575858","POINT (41.93912635743087 -87.64422136575858)",,,,
"2018-09-21T00:00:00.000","Completed","2018-10-24T00:00:00.000","18-02728672","Abandoned Vehicle Complaint","AJK417","Audi","Gray","FVI - Outcome",,"10","735 W WAVELAND AVE","60613","1170719.42937177","1924876.0545935","46","19","6","8","41.949191423670136","-87.64792773847923","POINT (41.949191423670136 -87.64792773847923)",,,,
"2019-06-06T00:00:00.000","Completed - Dup","2019-06-06T00:00:00.000","19-00065454","Abandoned Vehicle Complaint","Y962849","Mini","Blue",,,"30","640 W BARRY AVE","60657","1171426.44996789","1920707.53000321","44","19","6","8","41.93799048791633","-87.64592639316714","POINT (41.93799048791633 -87.64592639316714)",,,,
"2017-07-26T00:00:00.000","Completed - Dup","2017-07-27T00:00:00.000","17-04944404","Abandoned Vehicle Complaint","214T891","Buick","Gray",,,"21","853 W WELLINGTON AVE","60657","1169971.72977599","1920130.18247589","44","19","6","8","41.936215618269934","-87.65126779635901","POINT (41.936215618269934 -87.65126779635901)",,,,
"2013-02-20T00:00:00.000","Completed","2013-04-03T00:00:00.000","13-00194813","Abandoned Vehicle Complaint","R14 6153","Ford","White","FVI - Outcome","Vehicle was moved from original address requested","0","767 W MELROSE ST","60657","1170552.29502523","1921862.03991693","44","19","6","8","41.940960850436966","-87.64882362773723","POINT (41.940960850436966 -87.64882362773723)",,,,
"2017-07-09T00:00:00.000","Completed - Dup","2017-07-11T00:00:00.000","17-04510822","Abandoned Vehicle Complaint",,,,,,,"2827 N BURLING ST","60657","1170812.89992733","1919012.81240324","44","19","6","8","41.9335413939703","-87.64754805801064","POINT (41.9335413939703 -87.64754805801064)",,,,
"2019-09-13T00:00:00.000","Completed","2019-09-30T00:00:00.000","19-00116204","Abandoned Vehicle Complaint","ZZ1 8133","Kia Motors Corp","Black","Initial Inspection","Proceed with Tow Case","26","911 W FLETCHER","60657","1169607.80848718","1921089.75629059","44","19","6","8","41.93886457589368","-87.65226412171293","POINT (41.93886457589368 -87.65226412171293)",,,,
"2017-07-28T00:00:00.000","Completed - Dup","2017-07-31T00:00:00.000","17-04989613","Abandoned Vehicle Complaint","214T891","Buick","Gray",,,"60","839 W WELLINGTON AVE","60657","1170039.92977599","1920132.68247589","44","19","6","8","41.9362269347009","-87.65071998097122","POINT (41.9362269347009 -87.65071998097122)",,,,
"2019-07-09T00:00:00.000","Completed","2019-08-19T00:00:00.000","19-00090820","Abandoned Vehicle Complaint","YLB556","Jeep","Black","Initial Inspection","Proceed with Tow Case",,"2857 N BURLING","60657","1170805.58843214","1919217.28142911","44","19","6","8","41.93434790462504","-87.647576430624","POINT (41.93434790462504 -87.647576430624)",,,,
"2013-02-02T00:00:00.000","Completed - Dup","2013-02-21T00:00:00.000","13-00129961","Abandoned Vehicle Complaint","3860255","Geo/Prism","Black","Place 7 Day Sticker","Follow on Activity was created","60","415 W ALDINE AVE","60657","1172725.37060894","1922318.51022531","44","19","6","8","41.942171117689924","-87.64055913334448","POINT (41.942171117689924 -87.64055913334448)",,,,
"2013-02-06T00:00:00.000","Completed","2013-02-15T00:00:00.000","13-00142803","Abandoned Vehicle Complaint","4842708","Ford","Green","FVI - Outcome","Return to Owner - Vehicle","7","3172 N CAMBRIDGE AVE","60657",,,"44","19","6","8","41.93981997481367","-87.64333033490252","POINT (41.93981997481367 -87.64333033490252)",,,,
"2011-03-12T00:00:00.000","Completed","2011-03-21T00:00:00.000","11-00408967","Abandoned Vehicle Complaint","113565","Chevrolet","Maroon","FVI - Outcome","Vehicle was moved from original address requested","90","525 W HAWTHORNE PL","60657",,,"44","23","6","8","41.944530999040424","-87.64233707009666","POINT (41.944530999040424 -87.64233707009666)",,,,
"2011-02-17T00:00:00.000","Completed","2011-03-01T00:00:00.000","11-00281575","Abandoned Vehicle Complaint","800369","Toyota","Blue","Place 7 Day Sticker","Follow on Activity was created","7","2837 N BURLING ST","60657","1170810.49992733","1919081.01240324","44","19","6","8","41.933810314293254","-87.64755781132841","POINT (41.933810314293254 -87.64755781132841)",,,,
"2017-03-20T00:00:00.000","Completed - Dup","2017-03-21T00:00:00.000","17-01532678","Abandoned Vehicle Complaint",,,,,,,"502 W ALDINE AVE","60657","1172301.28351374","1922308.10363136","44","19","6","8","41.942369379265344","-87.6422643140939","POINT (41.942369379265344 -87.6422643140939)",,,,
"2017-04-20T00:00:00.000","Completed","2017-04-28T00:00:00.000","17-02347261","Abandoned Vehicle Complaint",,,,,,,"848 W GEORGE ST","60657","1170111.20671916","1919469.42992269","44","19","6","8","41.93461667058607","-87.6510062649721","POINT (41.93461667058607 -87.6510062649721)",,,,
"2017-03-19T00:00:00.000","Completed","2017-05-05T00:00:00.000","17-01510172","Abandoned Vehicle Complaint","94841FF","Toyota","Red","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","10","412 W ALDINE AVE","60657","1172759.07060894","1922319.31022531","44","19","6","8","41.94239147442754","-87.64048754387203","POINT (41.94239147442754 -87.64048754387203)",,,,
"2017-03-15T00:00:00.000","Completed","2017-04-28T00:00:00.000","17-01417347","Abandoned Vehicle Complaint","PHYSCHY","Toyota","Black","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","10","525 W CORNELIA AVE","60657","1171921.189575","1923814.7983","46","19","6","8","41.94630893377602","-87.6433944737385","POINT (41.94630893377602 -87.6433944737385)",,,,
"2011-01-02T00:00:00.000","Completed","2011-01-05T00:00:00.000","11-00003920","Abandoned Vehicle Complaint","OUT OF STATE","Volvo","White",,,,"411 W ROSCOE ST","60657","1172688.02630066","1922714.52007772","44","23","6","8","41.94325586900259","-87.64098039940909","POINT (41.94325586900259 -87.64098039940909)",,,,
"2017-01-31T00:00:00.000","Completed - Dup","2017-02-01T00:00:00.000","17-00574315","Abandoned Vehicle Complaint","X318847","Acura","Gold","FVI - Outcome","Create Work Order","30","701 W BROMPTON AVE","60657","1171002.67000341","1923878.93003318","46","19","6","8","41.94645950995542","-87.64687364239323","POINT (41.94645950995542 -87.64687364239323)",,,,
"2017-08-02T00:00:00.000","Completed - Dup","2017-08-03T00:00:00.000","17-05128205","Abandoned Vehicle Complaint","GOG 2300","Chevrolet","Red","FVI - Outcome","Create Work Order","31","3020 N WATERLOO CT","60657","1171263.5400008","1920244.9105229","44","19","6","8","41.93702589972641","-87.64615132728282","POINT (41.93702589972641 -87.64615132728282)",,,,
"2014-03-08T00:00:00.000","Completed","2014-03-20T00:00:00.000","14-00328177","Abandoned Vehicle Complaint","5VCZ113","Nissan","Black","FVI - Outcome","Vehicle was moved from original address requested","60","426 W ALDINE AVE","60657",,,"44","19","6","8","41.94238546373572","-87.64101957675777","POINT (41.94238546373572 -87.64101957675777)",,,,
"2014-08-14T00:00:00.000","Completed","2014-09-04T00:00:00.000","14-01342606","Abandoned Vehicle Complaint","NA","(Unlisted Manufacturer)","Black","FVI - Outcome","Vehicle was moved from original address requested","90","3348 N BROADWAY","60657",,,"44","19","6","8","41.943249057271224","-87.6449314663874","POINT (41.943249057271224 -87.6449314663874)",,,,
"2017-06-21T00:00:00.000","Completed","2017-08-14T00:00:00.000","17-04102497","Abandoned Vehicle Complaint","E336891","Volkswagen","Blue","Place 7 Day Sticker","Follow on Activity was created",,"565 W SURF ST","60657","1171865.87596878","1919388.87481","44","19","6","8","41.934148109457986","-87.64395273861427","POINT (41.934148109457986 -87.64395273861427)",,,,
"2011-02-08T00:00:00.000","Completed","2011-03-10T00:00:00.000","11-00207756","Abandoned Vehicle Complaint","CJ8213","Triumph","Multi-Color","Place 7 Day Sticker","Follow on Activity was created","60","633 W BARRY AVE","60657","1171476.54996789","1920708.83000321","44","23","6","8","41.937774988559816","-87.64562802837726","POINT (41.937774988559816 -87.64562802837726)",,,,
"2016-02-29T00:00:00.000","Completed - Dup","2016-03-01T00:00:00.000","16-01226552","Abandoned Vehicle Complaint","JXI5344","Honda","Silver","FVI - Outcome","Create Work Order","21","3616 N PINE GROVE AVE","60613","1171279.60248021","1924520.82966608","46","19","6","8","41.9483645553631","-87.64597240404288","POINT (41.9483645553631 -87.64597240404288)",,,,
"2019-09-07T00:00:00.000","Completed","2019-09-10T00:00:00.000","19-00113500","Abandoned Vehicle Complaint","AD9 2805","Chevrolet","Red","Initial Inspection","Vehicle was moved from original address requested",,"526 W WELLINGTON AVE","60657","1172215.80738796","1920223.60926691","44","19","6","8","41.93664782569137","-87.64295790173696","POINT (41.93664782569137 -87.64295790173696)",,,,
"2017-07-10T00:00:00.000","Completed - Dup","2017-07-10T00:00:00.000","17-04533782","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Create Work Order",,"2953 N MILDRED AVE","60657","1169756.45923153","1919894.72557394","44","19","6","8","41.936089521344535","-87.65140768895631","POINT (41.936089521344535 -87.65140768895631)",,,,
"2014-07-15T00:00:00.000","Completed","2014-08-01T00:00:00.000","14-01121512","Abandoned Vehicle Complaint","OKNT98","Chevrolet","Black","FVI - Outcome","Need Vehicle Tow Report","7","509 W WELLINGTON AVE","60657",,,"44","19","6","8","41.936437178707116","-87.6422765837997","POINT (41.936437178707116 -87.6422765837997)",,,,
"2019-06-06T00:00:00.000","Completed","2019-07-18T00:00:00.000","19-00065403","Abandoned Vehicle Complaint","Y962849","Mini","Blue","Initial Inspection","Proceed with Tow Case",,"640 W BARRY","60657","1171426.44996789","1920707.53000321","44","19","6","8","41.93799048791633","-87.64592639316714","POINT (41.93799048791633 -87.64592639316714)",,,,
"2012-02-09T00:00:00.000","Completed","2012-02-17T00:00:00.000","12-00182972","Abandoned Vehicle Complaint","385 8783","Isuzu","Maroon","FVI - Outcome","Vehicle was moved from original address requested",,"751 W MELROSE ST","60657",,,"44","23","6","8","41.94096476926601","-87.64840959080355","POINT (41.94096476926601 -87.64840959080355)",,,,
"2012-01-25T00:00:00.000","Completed","2012-02-08T00:00:00.000","12-00110084","Abandoned Vehicle Complaint","UNKNOWN",,"Unknown","FVI - Outcome","Return to Owner - Vehicle","95","655 W ROSCOE ST","60657",,,"44","23","6","8","41.94355091161839","-87.64659981938865","POINT (41.94355091161839 -87.64659981938865)",,,,
"2012-01-20T00:00:00.000","Completed","2012-01-24T00:00:00.000","12-00089040","Abandoned Vehicle Complaint","EXN 9433","Chevrolet","Red","FVI - Outcome","Return to Owner - Vehicle","21","545 W ROSCOE ST","60657",,,"44","23","6","8","41.943224053707915","-87.64376166489666","POINT (41.943224053707915 -87.64376166489666)",,,,
"2012-02-20T00:00:00.000","Completed","2012-02-21T00:00:00.000","12-00252923","Abandoned Vehicle Complaint","HAS PLATES","Jeep - Year Greater 1988","Black","FVI - Outcome","Vehicle was moved from original address requested","30","722 W DIVERSEY PKWY","60614",,,"44","19","6","8","41.93285866704455","-87.64754548707273","POINT (41.93285866704455 -87.64754548707273)",,,,
"2012-01-20T00:00:00.000","Completed","2012-01-24T00:00:00.000","12-00085535","Abandoned Vehicle Complaint","NONE","Ford","Red","FVI - Outcome","Vehicle was moved from original address requested","9","650 W BRIAR PL","60657",,,"44","23","6","8","41.939233986255466","-87.64638250940408","POINT (41.939233986255466 -87.64638250940408)",,,,
